title,description,category
Temuan dompet pasar,Informasi umum: barang hilang/temuan. Lokasi RT 10 RW 05 Kel. Mawar. Mohon tindak lanjut.,OTHER
Permohonan surat pengantar dekat sekolah,Informasi umum: hewan liar masuk rumah. Lokasi RT 09 RW 04 Kel. Cempaka. Mohon tindak lanjut.,OTHER
Kap lampu pecah depan masjid,"PJU di Jl. Melati 3 padam sejak 3 hari, terutama pada malam. Menyebabkan area gelap dan mengakibatkan area gelap. Mohon perbaikan.",LIGHTING
Temuan dompet jembatan kecil,Informasi umum: hewan liar masuk rumah. Lokasi RT 01 RW 05 Kel. Teratai. Mohon tindak lanjut.,OTHER
Sampah menumpuk jembatan kecil,Tumpukan daun kering hampir tiap hari tidak diangkut sejak 14 hari. Area RT 01 RW 04 menjadi kotor dan menyebabkan banjir kecil.,CLEANLINESS
Penambahan CCTV samping pos ronda,Mohon dipertimbangkan program kerja bakti bulanan di RT 07 RW 03 Kel. Cempaka untuk mencegah membuat jalan licin.,SUGGESTION
Kabel listrik semrawut gang utama,Pasokan air bermasalah tiap akhir pekan sejak 7 hari di Jl. Kenanga 1. Dampak: rawan kecelakaan. Mohon pengecekan meter/pompa.,UTILITIES
Limbah rumah tangga ke parit depan masjid,"Setelah hujan 4 hari, tanah tebing mengalami masalah. Terjadi hambatan aliran dan mengakibatkan area gelap.",ENVIRONMENT
Orang asing mencurigakan gang utama,Kejadian pencurian terjadi hampir tiap hari pada pagi di RT 08 RW 05 Kel. Mawar. Kondisi membuat jalan licin.,SECURITY
Eceng gondok menutup kali lapangan komplek,"Setelah hujan 7 hari, kali mengalami masalah. Terjadi hambatan aliran dan mengakibatkan area gelap.",ENVIRONMENT
Program taman baca balai warga,Mohon dipertimbangkan program rak sepeda di RT 07 RW 05 Kel. Cempaka untuk mencegah mengganggu aktivitas warga.,SUGGESTION
Tekanan air sangat kecil gang utama,Pasokan air bermasalah tiap akhir pekan sejak 2 hari di Jl. Kenanga 1. Dampak: mengakibatkan area gelap. Mohon pengecekan meter/pompa.,UTILITIES
Keluhan suara genset gang utama,Informasi umum: pinjam fasilitas. Lokasi RT 08 RW 03 Kel. Cempaka. Mohon tindak lanjut.,OTHER
Tiang lampu miring depan masjid,"PJU di Jl. Kenanga 1 padam sejak 10 hari, terutama pada siang. Menyebabkan area gelap dan membahayakan pejalan kaki. Mohon perbaikan.",LIGHTING
Air PDAM sering mati samping pos ronda,Pasokan air bermasalah seminggu sekali sejak 10 hari di Jl. Anggrek 2. Dampak: menyebabkan bau menyengat. Mohon pengecekan meter/pompa.,UTILITIES
Kurang tempat sampah lapangan komplek,Tumpukan sampah rumah tangga seminggu sekali tidak diangkut sejak 1 hari. Area RT 08 RW 05 menjadi kotor dan menghambat akses darurat.,CLEANLINESS
Limbah rumah tangga ke parit taman,"Setelah hujan 5 hari, pohon besar mengalami masalah. Terjadi genangan dan mengundang nyamuk.",ENVIRONMENT
Abu pembakaran sampah mengganggu taman,Tumpukan ranting setiap hari tidak diangkut sejak 5 hari. Area RT 06 RW 05 menjadi kotor dan menyebabkan banjir kecil.,CLEANLINESS
Penambahan CCTV pasar,Mohon dipertimbangkan program one gate system di RT 09 RW 02 Kel. Cempaka untuk mencegah membahayakan pejalan kaki.,SUGGESTION
Panel PJU terbuka jembatan kecil,"PJU di Jl. Melati 3 padam sejak 10 hari, terutama pada siang. Menyebabkan area gelap dan mengundang nyamuk. Mohon perbaikan.",LIGHTING
Bau menyengat dari tumpukan sampah balai warga,Tumpukan daun kering hampir tiap hari tidak diangkut sejak 10 hari. Area RT 05 RW 02 menjadi kotor dan mengganggu aktivitas warga.,CLEANLINESS
Limbah rumah tangga ke parit dekat sekolah,"Setelah hujan 7 hari, pohon besar mengalami masalah. Terjadi genangan dan mengganggu aktivitas warga.",ENVIRONMENT
Poster liar dan vandalisme pasar,Tumpukan ranting hampir tiap hari tidak diangkut sejak 10 hari. Area RT 06 RW 01 menjadi kotor dan rawan kecelakaan.,CLEANLINESS
Kebocoran pipa air balai warga,Pasokan listrik bermasalah seminggu sekali sejak 6 hari di Jl. Melati 6. Dampak: menyebabkan banjir kecil. Mohon pengecekan meter/pompa.,UTILITIES
Lampu jalan mati dekat sekolah,"PJU di Jl. Melati 1 padam sejak 14 hari, terutama pada pagi. Menyebabkan area gelap dan mengakibatkan area gelap. Mohon perbaikan.",LIGHTING
Penerangan taman redup taman,"PJU di Jl. Anggrek 1 padam sejak 6 hari, terutama pada pagi. Menyebabkan area gelap dan mengganggu aktivitas warga. Mohon perbaikan.",LIGHTING
Kurang tempat sampah jembatan kecil,Tumpukan daun kering tiap akhir pekan tidak diangkut sejak 6 hari. Area RT 07 RW 04 menjadi kotor dan mengundang nyamuk.,CLEANLINESS
Bau comberan lapangan komplek,"Setelah hujan 2 hari, saluran mengalami masalah. Terjadi hambatan aliran dan menghambat akses darurat.",ENVIRONMENT
Paving bergelombang depan masjid,RT 07 RW 05 Jl. Kenanga 5 di Kel. Flamboyan mengalami kerusakan sedang selama 2 hari. Lubang berdiameter 130 cm menyebabkan banjir kecil.,INFRASTRUCTURE
Banjir genangan samping pos ronda,"Setelah hujan 6 hari, saluran mengalami masalah. Terjadi genangan dan membahayakan pejalan kaki.",ENVIRONMENT
Sampah menumpuk balai warga,Tumpukan ranting setiap hari tidak diangkut sejak 14 hari. Area RT 04 RW 01 menjadi kotor dan menyebabkan bau menyengat.,CLEANLINESS
Tiang lampu miring samping pos ronda,"PJU di Jl. Kenanga 4 padam sejak 10 hari, terutama pada pagi. Menyebabkan area gelap dan menyebabkan banjir kecil. Mohon perbaikan.",LIGHTING
Marka jalan pudar taman,RT 06 RW 01 Jl. Melati 4 di Kel. Cempaka mengalami kerusakan ringan selama 5 hari. Lubang berdiameter 30 cm membahayakan pejalan kaki.,INFRASTRUCTURE
Kap lampu pecah dekat sekolah,"PJU di Jl. Kenanga 2 padam sejak 10 hari, terutama pada siang. Menyebabkan area gelap dan menyebabkan banjir kecil. Mohon perbaikan.",LIGHTING
Bau menyengat dari tumpukan sampah pasar,Tumpukan daun kering tiap akhir pekan tidak diangkut sejak 1 hari. Area RT 09 RW 04 menjadi kotor dan mengakibatkan area gelap.,CLEANLINESS
Penerangan taman redup lapangan komplek,"PJU di Jl. Kenanga 2 padam sejak 4 hari, terutama pada pagi. Menyebabkan area gelap dan mengganggu aktivitas warga. Mohon perbaikan.",LIGHTING
Listrik padam saat hujan samping pos ronda,Pasokan air bermasalah setiap hari sejak 14 hari di Jl. Anggrek 2. Dampak: membuat jalan licin. Mohon pengecekan meter/pompa.,UTILITIES
Abu pembakaran sampah mengganggu pasar,Tumpukan sampah rumah tangga seminggu sekali tidak diangkut sejak 2 hari. Area RT 08 RW 04 menjadi kotor dan mengundang nyamuk.,CLEANLINESS
Sampah menumpuk pasar,Tumpukan sampah rumah tangga seminggu sekali tidak diangkut sejak 5 hari. Area RT 02 RW 01 menjadi kotor dan menghambat akses darurat.,CLEANLINESS
Kebocoran pipa air depan masjid,Pasokan listrik bermasalah seminggu sekali sejak 3 hari di Jl. Kenanga 5. Dampak: membuat jalan licin. Mohon pengecekan meter/pompa.,UTILITIES
Keributan warga mabuk taman,Kejadian balap liar terjadi hampir tiap hari pada sore di RT 01 RW 03 Kel. Anyelir. Kondisi rawan kecelakaan.,SECURITY
Panel PJU terbuka gang utama,"PJU di Jl. Anggrek 5 padam sejak 14 hari, terutama pada malam. Menyebabkan area gelap dan membuat jalan licin. Mohon perbaikan.",LIGHTING
Pohon tumbang/miring pasar,"Setelah hujan 5 hari, tanah tebing mengalami masalah. Terjadi genangan dan membuat jalan licin.",ENVIRONMENT
Penutup got hilang perempatan,RT 03 RW 02 Jl. Melati 5 di Kel. Anyelir mengalami kerusakan sedang selama 14 hari. Lubang berdiameter 180 cm menyebabkan bau menyengat.,INFRASTRUCTURE
Orang asing mencurigakan depan masjid,Kejadian aksi mencurigakan terjadi setiap hari pada siang di RT 09 RW 03 Kel. Anyelir. Kondisi menghambat akses darurat.,SECURITY
Listrik padam saat hujan perempatan,Pasokan listrik bermasalah seminggu sekali sejak 10 hari di Jl. Anggrek 5. Dampak: mengundang nyamuk. Mohon pengecekan meter/pompa.,UTILITIES
Listrik padam saat hujan balai warga,Pasokan listrik bermasalah seminggu sekali sejak 3 hari di Jl. Melati 4. Dampak: menyebabkan banjir kecil. Mohon pengecekan meter/pompa.,UTILITIES
Jembatan kecil rapuh lapangan komplek,RT 03 RW 03 Jl. Anggrek 2 di Kel. Mawar mengalami kerusakan parah selama 6 hari. Lubang berdiameter 90 cm mengakibatkan area gelap.,INFRASTRUCTURE
Sampah menumpuk lapangan komplek,Tumpukan ranting setiap hari tidak diangkut sejak 5 hari. Area RT 04 RW 05 menjadi kotor dan mengundang nyamuk.,CLEANLINESS
Penambahan CCTV lapangan komplek,Mohon dipertimbangkan program bank sampah di RT 04 RW 03 Kel. Mawar untuk mencegah mengganggu aktivitas warga.,SUGGESTION
Kap lampu pecah depan masjid,"PJU di Jl. Anggrek 5 padam sejak 14 hari, terutama pada siang. Menyebabkan area gelap dan membahayakan pejalan kaki. Mohon perbaikan.",LIGHTING
Program taman baca balai warga,Mohon dipertimbangkan program taman baca di RT 10 RW 01 Kel. Teratai untuk mencegah rawan kecelakaan.,SUGGESTION
Jembatan kecil rapuh pasar,RT 02 RW 02 Jl. Kenanga 3 di Kel. Flamboyan mengalami kerusakan sedang selama 3 hari. Lubang berdiameter 110 cm rawan kecelakaan.,INFRASTRUCTURE
Limbah rumah tangga ke parit samping pos ronda,"Setelah hujan 5 hari, pohon besar mengalami masalah. Terjadi longsor kecil dan menghambat akses darurat.",ENVIRONMENT
Keluhan suara genset jembatan kecil,Informasi umum: barang hilang/temuan. Lokasi RT 03 RW 05 Kel. Cempaka. Mohon tindak lanjut.,OTHER
Eceng gondok menutup kali perempatan,"Setelah hujan 2 hari, saluran mengalami masalah. Terjadi genangan dan mengakibatkan area gelap.",ENVIRONMENT
Keluhan suara genset gang utama,Informasi umum: barang hilang/temuan. Lokasi RT 03 RW 03 Kel. Mawar. Mohon tindak lanjut.,OTHER
Keributan warga mabuk lapangan komplek,Kejadian pencurian terjadi seminggu sekali pada siang di RT 09 RW 04 Kel. Teratai. Kondisi menyebabkan banjir kecil.,SECURITY
Lampu jalan mati samping pos ronda,"PJU di Jl. Anggrek 2 padam sejak 5 hari, terutama pada sore. Menyebabkan area gelap dan mengundang nyamuk. Mohon perbaikan.",LIGHTING
Penutup got hilang samping pos ronda,RT 05 RW 05 Jl. Melati 3 di Kel. Anyelir mengalami kerusakan parah selama 3 hari. Lubang berdiameter 200 cm mengganggu aktivitas warga.,INFRASTRUCTURE
Bahu jalan longsor samping pos ronda,RT 09 RW 05 Jl. Melati 1 di Kel. Anyelir mengalami kerusakan sedang selama 10 hari. Lubang berdiameter 20 cm membahayakan pejalan kaki.,INFRASTRUCTURE
Pencurian motor balai warga,Kejadian pencurian terjadi seminggu sekali pada sore di RT 05 RW 04 Kel. Mawar. Kondisi membahayakan pejalan kaki.,SECURITY
Bau comberan balai warga,"Setelah hujan 10 hari, kali mengalami masalah. Terjadi longsor kecil dan menghambat akses darurat.",ENVIRONMENT
Kurang tempat sampah pasar,Tumpukan sampah rumah tangga tiap akhir pekan tidak diangkut sejak 3 hari. Area RT 02 RW 01 menjadi kotor dan mengundang nyamuk.,CLEANLINESS
Saran pemasangan speed bump depan masjid,Mohon dipertimbangkan program pelatihan APAR di RT 05 RW 05 Kel. Mawar untuk mencegah rawan kecelakaan.,SUGGESTION
Banjir genangan balai warga,"Setelah hujan 10 hari, tanah tebing mengalami masalah. Terjadi hambatan aliran dan mengundang nyamuk.",ENVIRONMENT
Parkir liar tutup akses pasar,Kejadian penjambretan terjadi setiap hari pada pagi di RT 01 RW 04 Kel. Mawar. Kondisi menyebabkan banjir kecil.,SECURITY
Tekanan air sangat kecil pasar,Pasokan air bermasalah setiap hari sejak 14 hari di Jl. Anggrek 4. Dampak: membuat jalan licin. Mohon pengecekan meter/pompa.,UTILITIES
Usulan bank sampah lapangan komplek,Mohon dipertimbangkan program bank sampah di RT 06 RW 04 Kel. Anyelir untuk mencegah rawan kecelakaan.,SUGGESTION
Keributan warga mabuk lapangan komplek,Kejadian penjambretan terjadi setiap hari pada malam di RT 08 RW 05 Kel. Anyelir. Kondisi mengundang nyamuk.,SECURITY
Tempat sampah terpilah gang utama,Mohon dipertimbangkan program one gate system di RT 07 RW 05 Kel. Teratai untuk mencegah menyebabkan banjir kecil.,SUGGESTION
Lampu jalan mati perempatan,"PJU di Jl. Anggrek 2 padam sejak 1 hari, terutama pada pagi. Menyebabkan area gelap dan membahayakan pejalan kaki. Mohon perbaikan.",LIGHTING
Keributan warga mabuk balai warga,Kejadian aksi mencurigakan terjadi hampir tiap hari pada sore di RT 06 RW 04 Kel. Cempaka. Kondisi membahayakan pejalan kaki.,SECURITY
Trotoar rusak jembatan kecil,RT 10 RW 03 Jl. Melati 2 di Kel. Mawar mengalami kerusakan ringan selama 1 hari. Lubang berdiameter 200 cm menyebabkan bau menyengat.,INFRASTRUCTURE
CCTV pos ronda mati lapangan komplek,Kejadian aksi mencurigakan terjadi seminggu sekali pada siang di RT 02 RW 01 Kel. Mawar. Kondisi membuat jalan licin.,SECURITY
Usulan bank sampah depan masjid,Mohon dipertimbangkan program one gate system di RT 07 RW 05 Kel. Cempaka untuk mencegah menyebabkan banjir kecil.,SUGGESTION
Listrik padam saat hujan perempatan,Pasokan listrik bermasalah seminggu sekali sejak 2 hari di Jl. Anggrek 4. Dampak: membahayakan pejalan kaki. Mohon pengecekan meter/pompa.,UTILITIES
Tempat sampah terpilah samping pos ronda,Mohon dipertimbangkan program bank sampah di RT 05 RW 01 Kel. Teratai untuk mencegah membahayakan pejalan kaki.,SUGGESTION
Permohonan surat pengantar lapangan komplek,Informasi umum: administrasi. Lokasi RT 02 RW 02 Kel. Teratai. Mohon tindak lanjut.,OTHER
Sampah menumpuk samping pos ronda,Tumpukan sampah rumah tangga hampir tiap hari tidak diangkut sejak 10 hari. Area RT 06 RW 05 menjadi kotor dan mengundang nyamuk.,CLEANLINESS
Bau comberan lapangan komplek,"Setelah hujan 7 hari, tanah tebing mengalami masalah. Terjadi longsor kecil dan mengakibatkan area gelap.",ENVIRONMENT
Poster liar dan vandalisme jembatan kecil,Tumpukan ranting tiap akhir pekan tidak diangkut sejak 5 hari. Area RT 03 RW 01 menjadi kotor dan menghambat akses darurat.,CLEANLINESS
Kebocoran pipa air perempatan,Pasokan listrik bermasalah setiap hari sejak 10 hari di Jl. Anggrek 4. Dampak: menyebabkan banjir kecil. Mohon pengecekan meter/pompa.,UTILITIES
Air PDAM sering mati lapangan komplek,Pasokan listrik bermasalah hampir tiap hari sejak 4 hari di Jl. Anggrek 2. Dampak: mengundang nyamuk. Mohon pengecekan meter/pompa.,UTILITIES
Limbah rumah tangga ke parit dekat sekolah,"Setelah hujan 7 hari, saluran mengalami masalah. Terjadi longsor kecil dan rawan kecelakaan.",ENVIRONMENT
Eceng gondok menutup kali samping pos ronda,"Setelah hujan 2 hari, tanah tebing mengalami masalah. Terjadi longsor kecil dan mengakibatkan area gelap.",ENVIRONMENT
Pohon tumbang/miring gang utama,"Setelah hujan 7 hari, kali mengalami masalah. Terjadi longsor kecil dan membahayakan pejalan kaki.",ENVIRONMENT
Tekanan air sangat kecil balai warga,Pasokan listrik bermasalah tiap akhir pekan sejak 4 hari di Jl. Kenanga 4. Dampak: menyebabkan banjir kecil. Mohon pengecekan meter/pompa.,UTILITIES
Banjir genangan depan masjid,"Setelah hujan 5 hari, kali mengalami masalah. Terjadi hambatan aliran dan membuat jalan licin.",ENVIRONMENT
Bau menyengat dari tumpukan sampah samping pos ronda,Tumpukan plastik hampir tiap hari tidak diangkut sejak 10 hari. Area RT 10 RW 03 menjadi kotor dan mengakibatkan area gelap.,CLEANLINESS
Lampu jalan mati lapangan komplek,"PJU di Jl. Kenanga 5 padam sejak 10 hari, terutama pada malam. Menyebabkan area gelap dan mengganggu aktivitas warga. Mohon perbaikan.",LIGHTING
Penutup got hilang lapangan komplek,RT 05 RW 05 Jl. Anggrek 4 di Kel. Flamboyan mengalami kerusakan sedang selama 10 hari. Lubang berdiameter 40 cm menyebabkan bau menyengat.,INFRASTRUCTURE
Jembatan kecil rapuh depan masjid,RT 09 RW 02 Jl. Melati 3 di Kel. Flamboyan mengalami kerusakan parah selama 7 hari. Lubang berdiameter 170 cm mengundang nyamuk.,INFRASTRUCTURE
Limbah rumah tangga ke parit lapangan komplek,"Setelah hujan 14 hari, kali mengalami masalah. Terjadi longsor kecil dan menyebabkan banjir kecil.",ENVIRONMENT
Kabel listrik semrawut dekat sekolah,Pasokan listrik bermasalah tiap akhir pekan sejak 14 hari di Jl. Melati 3. Dampak: membahayakan pejalan kaki. Mohon pengecekan meter/pompa.,UTILITIES
Limbah rumah tangga ke parit perempatan,"Setelah hujan 5 hari, kali mengalami masalah. Terjadi hambatan aliran dan mengakibatkan area gelap.",ENVIRONMENT
CCTV pos ronda mati lapangan komplek,Kejadian keributan terjadi seminggu sekali pada malam di RT 08 RW 01 Kel. Flamboyan. Kondisi membuat jalan licin.,SECURITY
Penambahan CCTV perempatan,Mohon dipertimbangkan program kerja bakti bulanan di RT 05 RW 01 Kel. Mawar untuk mencegah membahayakan pejalan kaki.,SUGGESTION
Marka jalan pudar lapangan komplek,RT 07 RW 03 Jl. Kenanga 2 di Kel. Mawar mengalami kerusakan sedang selama 6 hari. Lubang berdiameter 180 cm mengakibatkan area gelap.,INFRASTRUCTURE
Bahu jalan longsor depan masjid,RT 05 RW 03 Jl. Anggrek 4 di Kel. Flamboyan mengalami kerusakan sedang selama 14 hari. Lubang berdiameter 170 cm menghambat akses darurat.,INFRASTRUCTURE
Penambahan CCTV depan masjid,Mohon dipertimbangkan program rak sepeda di RT 02 RW 05 Kel. Mawar untuk mencegah membuat jalan licin.,SUGGESTION
Bau comberan dekat sekolah,"Setelah hujan 7 hari, tanah tebing mengalami masalah. Terjadi genangan dan menyebabkan banjir kecil.",ENVIRONMENT
Penutup got hilang taman,RT 09 RW 04 Jl. Anggrek 3 di Kel. Cempaka mengalami kerusakan ringan selama 4 hari. Lubang berdiameter 200 cm mengakibatkan area gelap.,INFRASTRUCTURE
Balap liar gang utama,Kejadian balap liar terjadi seminggu sekali pada siang di RT 05 RW 01 Kel. Mawar. Kondisi mengundang nyamuk.,SECURITY
Marka jalan pudar pasar,RT 01 RW 01 Jl. Kenanga 4 di Kel. Mawar mengalami kerusakan sedang selama 6 hari. Lubang berdiameter 130 cm mengakibatkan area gelap.,INFRASTRUCTURE
Pohon tumbang/miring jembatan kecil,"Setelah hujan 3 hari, pohon besar mengalami masalah. Terjadi genangan dan menyebabkan bau menyengat.",ENVIRONMENT
Program taman baca samping pos ronda,Mohon dipertimbangkan program pelatihan APAR di RT 03 RW 04 Kel. Teratai untuk mencegah menyebabkan bau menyengat.,SUGGESTION
Keributan warga mabuk pasar,Kejadian aksi mencurigakan terjadi tiap akhir pekan pada siang di RT 01 RW 04 Kel. Anyelir. Kondisi mengundang nyamuk.,SECURITY
Kerja bakti rutin depan masjid,Mohon dipertimbangkan program taman baca di RT 06 RW 01 Kel. Mawar untuk mencegah membuat jalan licin.,SUGGESTION
Bau comberan gang utama,"Setelah hujan 2 hari, tanah tebing mengalami masalah. Terjadi genangan dan membuat jalan licin.",ENVIRONMENT
Kap lampu pecah lapangan komplek,"PJU di Jl. Melati 3 padam sejak 5 hari, terutama pada malam. Menyebabkan area gelap dan menyebabkan bau menyengat. Mohon perbaikan.",LIGHTING
Balap liar taman,Kejadian keributan terjadi setiap hari pada malam di RT 05 RW 02 Kel. Flamboyan. Kondisi mengundang nyamuk.,SECURITY
Program taman baca lapangan komplek,Mohon dipertimbangkan program kerja bakti bulanan di RT 08 RW 01 Kel. Cempaka untuk mencegah rawan kecelakaan.,SUGGESTION
Penutup got hilang depan masjid,RT 03 RW 04 Jl. Anggrek 5 di Kel. Mawar mengalami kerusakan parah selama 2 hari. Lubang berdiameter 170 cm membuat jalan licin.,INFRASTRUCTURE
Penerangan taman redup samping pos ronda,"PJU di Jl. Kenanga 3 padam sejak 10 hari, terutama pada sore. Menyebabkan area gelap dan menyebabkan bau menyengat. Mohon perbaikan.",LIGHTING
Kucing hilang dicari pemilik pasar,Informasi umum: hewan liar masuk rumah. Lokasi RT 02 RW 05 Kel. Teratai. Mohon tindak lanjut.,OTHER
Program taman baca perempatan,Mohon dipertimbangkan program rak sepeda di RT 06 RW 01 Kel. Flamboyan untuk mencegah menyebabkan banjir kecil.,SUGGESTION
Permintaan pinjam kursi gang utama,Informasi umum: hewan liar masuk rumah. Lokasi RT 02 RW 01 Kel. Mawar. Mohon tindak lanjut.,OTHER
Permintaan pinjam kursi taman,Informasi umum: administrasi. Lokasi RT 04 RW 03 Kel. Teratai. Mohon tindak lanjut.,OTHER
Penerangan taman redup dekat sekolah,"PJU di Jl. Anggrek 1 padam sejak 4 hari, terutama pada malam. Menyebabkan area gelap dan menyebabkan banjir kecil. Mohon perbaikan.",LIGHTING
